Date,SP500,DJIA
2001-02,-0.09229073584900005,-0.036012403374188096
2001-03,-0.0642047105408955,-0.0587406910535021
2001-04,0.0768143617590098,0.08666960900030163
2001-05,0.005090187119649592,0.016485374435140532
2001-06,-0.025035389109833495,-0.037531364725245986
2001-07,-0.010740150072934163,0.0019433653260207961
2001-08,-0.06410840656371475,-0.05445883751583458
2001-09,-0.08172340601971617,-0.11077564762933745
2001-10,0.01809911144527776,0.025722346047949873
2001-11,0.07517590426305354,0.08555460301438877
2001-12,0.007573834192915685,0.01725716536264299
2002-01,-0.015573832559794276,-0.010135138506242036
2002-02,-0.020766211305560334,0.018763104838709577
2002-03,0.036738893618839086,0.029468253426385926
2002-04,-0.061417626159139926,-0.043994871173805405
2002-05,-0.00908148107604545,-0.0021083386452339647
2002-06,-0.07245535441757367,-0.06871262688597257
2002-07,-0.07900427496612528,-0.05481507606623637
2002-08,0.004881433080019315,-0.00836596429499381
2002-09,-0.11002431826151904,-0.12368788595833091
2002-10,0.08644880101680985,0.10604681550014305
2002-11,0.05706962092361789,0.05943291854381849
2002-12,-0.0603325726742906,-0.062326257940286234
2003-01,-0.027414692559952325,-0.034504047770040014
2003-02,-0.017003608502929257,-0.020205343806223408
2003-03,0.008357568566151441,0.012805598219762127
2003-04,0.08104410687272612,0.061055062918145664
2003-05,0.05089870966417798,0.043651659357388795
2003-06,0.011322214525161467,0.015274127539755877
2003-07,0.01622370241149307,0.027640271372353364
2003-08,0.017873203376464364,0.019712361108102927
2003-09,-0.01194436452074521,-0.014949308716606713
2003-10,0.05496148638401066,0.05671769239228652
2003-11,0.007128503847885437,-0.00190386404819054
2003-12,0.05076554100123931,0.06863917664881858
2004-01,0.017276387006114557,0.003266717174036149
2004-02,0.012208973273589496,0.009138955022230055
2004-03,-0.016358919214261247,-0.021373933287477498
2004-04,-0.016790751862298725,-0.012756693088234017
2004-05,0.012083450201310297,-0.0036301154850046924
2004-06,0.017988998669195677,0.024246082573894823
2004-07,-0.034290519411904974,-0.028342730760827495
2004-08,0.002287349840552233,0.0033738637495550616
2004-09,0.009363875691551504,-0.009204908235960096
2004-10,0.014014243586486952,-0.005237954935730982
2004-11,0.03859493619815235,0.03994527034236972
2004-12,0.0324582131440454,0.03404193701201175
2005-01,-0.025290467099494562,-0.02717886749618148
2005-02,0.018903346078316563,0.026338568190094502
2005-03,-0.019117655748441043,-0.024379007321968738
2005-04,-0.0201085818816793,-0.029632245976678795
2005-05,0.029952046262565757,0.02697765319827994
2005-06,-0.0001427142257658387,-0.018391246030563302
2005-07,0.03596828719381229,0.03561470252467891
2005-08,-0.011222104874496597,-0.014971463906752303
2005-09,0.006949024694760331,0.008309800030529724
2005-10,-0.017740780066319406,-0.01217084409624658
2005-11,0.035186095929726546,0.03503807924659519
2005-12,-0.0009523489924184725,-0.008177962533326921
2006-01,0.025466771348641615,0.013749475157452729
2006-02,0.00045315763072539816,0.011831721715696242
2006-03,0.011095810459249567,0.01054358929576904
2006-04,0.012155652737941391,0.023207541055618064
2006-05,-0.030916916141150885,-0.017491646975404507
2006-06,8.659622778250942e-05,-0.001619761629109484
2006-07,0.005085878797990828,0.0031802063098307354
2006-08,0.02127419303234812,0.017475021634804522
2006-09,0.024566298512509466,0.02617661659849846
2006-10,0.031508002961554205,0.03439143698941782
2006-11,0.016466656727820217,0.01168803540845631
2006-12,0.012615782852659851,0.019736653703629425
2007-01,0.014059042735039773,0.012720700625443948
2007-02,-0.02184617603352823,-0.027972482290406497
2007-03,0.009979982896830553,0.006986925190506366
2007-04,0.04329069060242419,0.05735307806562062
2007-05,0.03254922870993493,0.04323156172705778
2007-06,-0.017816322202167556,-0.016071748299778865
2007-07,-0.03198187831680255,-0.014664447198891484
2007-08,0.012863571531556817,0.011031646254652028
2007-09,0.03579400834329949,0.040268039353962504
2007-10,0.01482233830031121,0.0024741591421189035
2007-11,-0.04404341722481442,-0.040078219613625565
2007-12,-0.008628509033968612,-0.007994483880906844
2008-01,-0.06116343193593643,-0.04632252831172978
2008-02,-0.03476119277262446,-0.030352495897350007
2008-03,-0.005959623614529841,-0.00028533252244544727
2008-04,0.047546697913198877,0.04544116435848311
2008-05,0.010674181657577053,-0.014181603462679382
2008-06,-0.08596238490280361,-0.10193680805676697
2008-07,-0.009859371093750013,0.0024678392353838507
2008-08,0.012190464532380041,0.014584259827280954
2008-09,-0.09079143377908461,-0.060057380656204584
2008-10,-0.1694245237674199,-0.14060435033444962
2008-11,-0.07484904258064518,-0.05318707433021508
2008-12,0.007821576897053983,-0.005963275735527462
2009-01,-0.0856573429283144,-0.08836548968311575
2009-02,-0.10993119757149228,-0.11722864792034848
2009-03,0.08540446162249471,0.07730361195707736
2009-04,0.09392507986216492,0.07349269015839299
2009-05,0.05308144625538502,0.04067153763656761
2009-06,0.00019582653030303376,-0.006273874073124186
2009-07,0.07414172701671662,0.08578311826684026
2009-08,0.033560189240494864,0.03539945549363743
2009-09,0.035723345788458705,0.022745748861659587
2009-10,-0.019762000860415463,4.6333095833128723e-05
2009-11,0.05736406198137356,0.06508056952061891
2009-12,0.01777057118840042,0.00804362368098488
2010-01,-0.03697424615494738,-0.034591318607026134
2010-02,0.0285136889405313,0.02562049719240367
2010-03,0.058796426031891835,0.051463110856288186
2010-04,0.01475922988379108,0.0139988191547471
2010-05,-0.08197584191033447,-0.07920891011671782
2010-06,-0.05388244202641512,-0.035772243832516204
2010-07,0.06877784991155234,0.07079175201196652
2010-08,-0.047449184040287196,-0.04311318429113875
2010-09,0.08755110294402013,0.07721933314161555
2010-10,0.03685599439707654,0.030630188032128247
2010-11,-0.0022902497989432113,-0.010115582241833176
2010-12,0.06530004048985472,0.05192521910736114
2011-01,0.02264557398008682,0.027157825819196013
2011-02,0.03195656405295222,0.028120750794866867
2011-03,-0.0010473132038185673,0.00763842654465674
2011-04,0.02849538044379507,0.039839347128549196
2011-05,-0.01350095276693064,-0.018793118791245345
2011-06,-0.01825746126569705,-0.012366952828965383
2011-07,-0.021474425791952023,-0.02183764904135055
2011-08,-0.05679110746359761,-0.043621801100859336
2011-09,-0.07176198830376013,-0.0602874405973034
2011-10,0.10772303853581011,0.09544522411938372
2011-11,-0.005058715193587249,0.007584268018178131
2011-12,0.008532763948144062,0.014269015945965524
2012-01,0.043583062218506274,0.03399614980405263
2012-02,0.040589464130841746,0.025264171121301304
2012-03,0.03133231453053065,0.02007169510356266
2012-04,-0.00749745270927038,0.00012034477643108055
2012-05,-0.06265072563317764,-0.062070755727229976
2012-06,0.03955498213459152,0.03926590255336482
2012-07,0.012597574126154365,0.009983625890812808
2012-08,0.019763369680148246,0.006315783000273578
2012-09,0.024236153696477025,0.026452847945586333
2012-10,-0.019789409878227415,-0.025352884135228293
2012-11,0.002846717017343403,-0.0054121495427007504
2012-12,0.007068230463864511,0.006031209358815515
2013-01,0.05042809651957847,0.05772526850293125
2013-02,0.011060649195259176,0.013990035049038285
2013-03,0.035987723516956116,0.03728701646235488
2013-04,0.01808576785925231,0.01792086175981944
2013-05,0.020762811721046104,0.018583134543592283
2013-06,-0.014999301636062778,-0.01362634687279407
2013-07,0.04946207981522499,0.03956779524601606
2013-08,-0.031298019033866864,-0.044467771301599957
2013-09,0.029749523177239112,0.02156335687774269
2013-10,0.04459575261800608,0.027500930291275427
2013-11,0.02804947163518645,0.03477863724812247
2013-12,0.02356279155049279,0.030476035361525655
2014-01,-0.035582905675162646,-0.052954575891645206
2014-02,0.04311702997659528,0.039675517633457114
2014-03,0.006932165607935747,0.008329396858540061
2014-04,0.006200788965052828,0.007484660638268137
2014-05,0.021030280012996005,0.008222140735933747
2014-06,0.01905833165892057,0.006545964418618766
2014-07,-0.015079830581919862,-0.0156478432957341
2014-08,0.03765529548973512,0.032309382792076624
2014-09,-0.015513837223063764,-0.0032488324965127546
2014-10,0.02320146078677232,0.02039676346161734
2014-11,0.02453358876036482,0.02517003516858618
2014-12,-0.004188587877920424,-0.00028998936518698226
2015-01,-0.031040805790470194,-0.03692517619018487
2015-02,0.054892511014553946,0.056379424350202045
2015-03,-0.01739610691375626,-0.019665025065213726
2015-04,0.008520819730124751,0.0036228378296276897
2015-05,0.010491382393316817,0.009537838583180358
2015-06,-0.021011672375900514,-0.021718780190420506
2015-07,0.019742029696721453,0.003992733055573128
2015-08,-0.06258081816720285,-0.06567773854626335
2015-09,-0.026442831573227132,-0.01472226272580568
2015-10,0.08298311776039413,0.08467088739737294
2015-11,0.0005048692607241279,0.0031918856582540123
2015-12,-0.01753018517631444,-0.016641722987462693
2016-01,-0.05073532197294639,-0.05502027830081213
2016-02,-0.004128360430299072,0.0030486508808900137
2016-03,0.06599111457736506,0.07075288348015629
2016-04,0.002699398480873194,0.005007042655706062
2016-05,0.015324602357572603,0.0007629275713922912
2016-06,0.0009109211209781254,0.00802768282810118
2016-07,0.03560980112525436,0.028011727836992684
2016-08,-0.0012192431360480427,-0.001701366735676224
2016-09,-0.0012344508443253854,-0.005039432896687512
2016-10,-0.019425679279557517,-0.00905225268527965
2016-11,0.034174522187570444,0.054080988093099025
2016-12,0.01820076219689515,0.03341529148830902
2017-01,0.01788435817146472,0.005135457885096173
2017-02,0.03719816033727885,0.04773186186731948
2017-03,-0.0003891971880845002,-0.007160209568984444
2017-04,0.00909120854931822,0.01341949609015436
2017-05,0.01157625139134133,0.0032539799651489787
2017-06,0.004813775090855454,0.016230457454429414
2017-07,0.01934882611803057,0.025362968819599985
2017-08,0.0005464328110855732,0.0026028818991443714
2017-09,0.019302978533243698,0.020821392284525952
2017-10,0.02218813533034969,0.04338969403827431
2017-11,0.02808262766445857,0.038289806666655046
2017-12,0.009831630482604048,0.01841066069004449
2018-01,0.05617870444413309,0.05785659903508278
2018-02,-0.03894737206189691,-0.04283809297272323
2018-03,-0.026884498624824893,-0.037000383552011296
2018-04,0.002718775131643314,0.0024909648588917754
2018-05,0.021608341965291933,0.010457659700825461
2018-06,0.004842436024186769,-0.005915422119410985
2018-07,0.036021556221367046,0.04712457990697683
2018-08,0.030263211466054596,0.021626043322910515
2018-09,0.004294287102661443,0.019006101332495362
2018-10,-0.06940335602442949,-0.05074209199302615
2018-11,0.01785935678884898,0.016830070043669876
2018-12,-0.09942501358798594,-0.09695416246711819
