Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
GBR,"New Concept Energy, Inc",2.39,12265322.26,,,Energy,Oil & Gas Production
NEN,New England Realty Associates Limited Partnership,63.935,235245891.49,,,Consumer Services,Building operators
NGD,New Gold Inc.,0.9301,538635132.1591,,,Basic Industries,Precious Metals
NXE,Nexgen Energy Ltd.,1.79,629803257.05,,,Basic Industries,Precious Metals
HLTH,Nobilis Health Corp.,0.28,21910131.32,,2015.0,Health Care,Hospital/Nursing Management
NAK,"Northern Dynasty Minerals, Ltd.",0.602,208070875.16599998,,,Basic Industries,Precious Metals
NOG,"Northern Oil and Gas, Inc.",2.67,1006545779.46,,,Energy,Oil & Gas Production
NBY,"NovaBay Pharmaceuticals, Inc.",1.09,18790841.36,,2007.0,Health Care,Major Pharmaceuticals
NG,Novagold Resources Inc.,4.37,1421310183.85,,,Basic Industries,Precious Metals
NRCG,NRC Group Holdings Corp.,8.12,299648657.28,,2017.0,Basic Industries,Environmental Services
NRCG.WS,NRC Group Holdings Corp.,,0.0,,,,
NTN,"NTN Buzztime, Inc.",3.9789999999999996,11448299.22,,,Consumer Services,Broadcasting
NES,"Nuverra Environmental Solutions, Inc.",8.97,140066379.57,,2017.0,Energy,Oilfield Services/Equipment
OCX,OncoCyte Corporation,4.5,233877735.0,,2015.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OGEN,Oragenics Inc.,0.5663,26113397.1889,,,Health Care,Major Pharmaceuticals
PCG^A,Pacific Gas & Electric Co.,23.67,0.0,,,,
PCG^B,Pacific Gas & Electric Co.,21.01,0.0,,,,
PCG^C,Pacific Gas & Electric Co.,18.9,0.0,,,,
PCG^D,Pacific Gas & Electric Co.,19.012,0.0,,,,
PCG^E,Pacific Gas & Electric Co.,18.8,0.0,,,,
